Nama Kost,Wilayah,Harga,Ukuran (m2),Jumlah Fasilitas,Segmen_Pasar,all_facilities_bs
Kost Singgahsini Latifa Jatinegara Indah Tipe A Cakung Jakarta Timur,Jakarta Timur,Rp 1.727.000,10.5,25,Standar,3 x 3.5 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Cuci; R. Tamu; Mesin Cuci; Penjaga Kos; R. Makan; R. Jemur; Dapur; Dispenser; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Laura Tipe B Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.545.000,6.25,18,Standar,2.5 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Laura Tipe C Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.307.500,6.25,17,Standar,2.5 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Guling; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Laura Tipe D Kemayoran Jakarta Pusat,Jakarta Pusat,Rp 1.225.000,6.0,16,Standar,3 x 2 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Guling; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Tamu; Penjaga Kos; R. Jemur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Lauser 62B Tipe A Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Rp 2.785.000,14.639999999999999,19,Premium,6.1 x 2.4 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Dapur; TV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Lauser 62B Tipe B Kebayoran Baru Jakarta Selatan,Jakarta Selatan,Rp 2.685.000,11.9,20,Premium,3.4 x 3.5 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Dapur; TV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Lebak Bulus 04 Tipe A Cilandak Jakarta Selatan,Jakarta Selatan,Rp 2.725.000,15.959999999999999,23,Premium,3.8 x 4.2 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Dispenser; CCTV; Rooftop; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Lili Johar Tipe A Jagakarsa Jakarta Selatan,Jakarta Selatan,Rp 1.275.000,11.2,16,Ekonomis,2.8 x 4 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Ventilasi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; CCTV; Parkir Motor; Parkir Sepeda
Kost Singgahsini Lili Johar Tipe B Jagakarsa Jakarta Selatan,Jakarta Selatan,Rp 1.525.000,11.2,18,Standar,2.8 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Penjaga Kos; R. Jemur; Dapur; CCTV; Parkir Motor; Parkir Sepeda
Kost Singgahsini Little Nest Tipe A Johar Baru Jakarta Pusat,Jakarta Pusat,Rp 2.125.000,7.4399999999999995,23,Premium,2.4 x 3.1 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Jemur; R. Santai; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Lowijen Residence Tipe B Duren Sawit Jakarta Timur,Jakarta Timur,Rp 2.425.000,9.450000000000001,25,Premium,3.5 x 2.7 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Makan; Dapur; Dispenser; CCTV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Magnolia BSD Tipe A Serpong Tangerang Selatan,Tangerang Selatan,Rp 1.775.000,12.0,22,Standar,3 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Gazebo; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Singgahsini Magnolia BSD Tipe B Serpong Tangerang Selatan,Tangerang Selatan,Rp 1.475.000,9.0,22,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; Penjaga Kos; R. Tamu; R. Jemur; Dapur; Gazebo; CCTV; Jemuran; Parkir Motor & Sepeda
Kost Singgahsini Mahony Tipe A Tangerang,Tangerang,Rp 2.233.000,25.0,23,Premium,5 x 5 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; Cermin; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; Dispenser; Jemuran; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Mahony Tipe B Tangerang,Tangerang,Rp 2.225.000,13.440000000000001,23,Premium,4.2 x 3.2 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; Cermin; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; Dispenser; Jemuran; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Mahony Tipe C Tangerang,Tangerang,Rp 1.925.000,9.0,23,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; Cermin; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; Dispenser; Jemuran; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Maknyak Maria Tipe A Gambir Jakarta Pusat,Jakarta Pusat,Rp 1.331.400,5.44,19,Standar,3.4 x 1.6 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Jendela; Bantal; Cermin; Kloset Duduk; K. Mandi Luar; Ember mandi; Shower; WiFi; R. Cuci; Kulkas; Penjaga Kos; R. Jemur; Dapur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Malahayati 10 Tipe A Jatinegara Jakarta Timur,Jakarta Timur,Rp 1.763.500,10.5,19,Standar,3 x 3.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Kursi; Bantal; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Cuci; Penjaga Kos; R. Makan; R. Jemur; Dapur; CCTV; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini Malahayati 10 Tipe B Jatinegara Jakarta Timur,Jakarta Timur,Rp 1.497.500,10.5,22,Standar,3 x 3.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Ventilasi; Kursi; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Kloset Jongkok; Ember mandi; WiFi; R. Cuci; Penjaga Kos; R. Makan; R. Jemur; Dapur; CCTV; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini Malale Residence 1 Tipe A Kelapa Gading Jakarta Utara,Jakarta Utara,Rp 2.775.000,14.100000000000001,21,Standar,4.7 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; Penjaga Kos; Laundry; Dapur; Dispenser; CCTV; Rooftop; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Mampang Ecostay Tipe B Jakarta Selatan,Jakarta Selatan,Rp 2.225.000,8.100000000000001,20,Premium,3 x 2.7 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; R. Tamu; Penjaga Kos; Taman; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Mandar IV Bintaro Tipe A Pondok Aren Tangerang Selatan,Tangerang Selatan,Rp 2.025.000,9.0,17,Premium,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; TV; Lemari Baju; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Dapur; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Mandira Tipe B Kembangan Jakarta Barat,Jakarta Barat,Rp 1.809.800,7.839999999999999,21,Premium,2.8 x 2.8 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Shower; Air panas; WiFi; R. Tamu; Penjaga Kos; CCTV; Parkir Mobil; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Mandiri Tipe A Tanjung Duren Jakarta Barat,Jakarta Barat,Rp 1.906.000,7.5,27,Premium,3 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; R. Cuci; Kulkas; R. Tamu; Mesin Cuci; Penjaga Kos; Dapur; Dispenser; K. Mandi Luar; Rice Cooker; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Mandiri Tipe B Tanjung Duren Jakarta Barat,Jakarta Barat,Rp 1.792.000,6.0,27,Premium,3 x 2 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; R. Cuci; Kulkas; R. Tamu; Mesin Cuci; Penjaga Kos; Dapur; Dispenser; K. Mandi Luar; Rice Cooker; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Mangala 22 Tipe A Pademangan Jakarta Utara,Jakarta Utara,Rp 2.070.000,5.28,23,Premium,2.4 x 2.2 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Tamu; Mesin Cuci; R. Jemur; Dapur; Dispenser; CCTV; Parkir Motor; Parkir Sepeda
Kost Singgahsini Mangga 99 Tipe A Beji Depok,Depok,Rp 1.456.000,8.5,19,Standar,2.5 x 3.4 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Penjaga Kos; K. Mandi Luar; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini Mangga 99 Tipe B Beji Depok,Depok,Rp 1.379.500,8.5,19,Standar,2.5 x 3.4 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Tamu; Penjaga Kos; CCTV; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini Mangga Besar 8 Strawberry Tipe B Tamansari Jakarta Barat,Jakarta Barat,Rp 1.925.000,8.0,18,Premium,4 x 2 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Penjaga Kos; R. Jemur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Mangga Besar 8 Strawberry Tipe E Tamansari Jakarta Barat,Jakarta Barat,Rp 1.313.000,9.600000000000001,18,Premium,6 x 1.6 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Jendela; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Penjaga Kos; R. Jemur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Manggis Raya 35 Tipe C Cengkareng Jakarta Barat,Jakarta Barat,Rp 1.402.500,11.309999999999999,15,Standar,3.9 x 2.9 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Tamu; Penjaga Kos; R. Makan; R. Jemur; Dapur; Jemuran; Parkir Motor & Sepeda
Kost Singgahsini Manosa Tipe A Larangan Tangerang,Tangerang,Rp 1.645.000,8.100000000000001,22,Premium,3 x 2.7 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Mesin Cuci; Penjaga Kos; R. Jemur; Mushola; Dapur; Dispenser; Kartu Akses; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Mantai Tipe A Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 2.049.000,12.899999999999999,19,Premium,4.3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Dapur Pribadi; Jendela; Bantal; Guling; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Penjaga Kos; R. Jemur; Rooftop; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Maranzi House Tipe A Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 2.475.000,12.0,20,Standar,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Cleaning service; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; WiFi; Kulkas; R. Tamu; Penjaga Kos; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Maranzi House Tipe B Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 2.525.000,12.0,20,Standar,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Cleaning service; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; WiFi; Kulkas; R. Tamu; Penjaga Kos; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Maranzi House Tipe C Kebon Jeruk Jakarta Barat,Jakarta Barat,Rp 3.085.000,20.0,21,Standar,5 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Cleaning service; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; WiFi; Kulkas; R. Tamu; Penjaga Kos; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Maroon Tipe A Tebet Jakarta Selatan,Jakarta Selatan,Rp 2.185.000,15.0,21,Standar,5 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Jendela; Bantal; Guling; Cermin; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Rooftop; Parkir Motor & Sepeda
Kost Singgahsini Massma Tipe A Kramat Jati Jakarta Timur,Jakarta Timur,Rp 1.402.500,8.32,14,Standar,2.6 x 3.2 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Penjaga Kos; Balcon; Parkir Motor; Parkir Sepeda
Kost Singgahsini Massma Tipe B Kramat Jati Jakarta Timur,Jakarta Timur,Rp 1.355.000,7.5,14,Standar,2.5 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; Penjaga Kos; Balcon; Parkir Motor; Parkir Sepeda
Kost Singgahsini Maxtim Tipe B Kelapa Gading Jakarta Utara,Jakarta Utara,Rp 1.575.000,10.5,24,Premium,3 x 3.5 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Maxtim Tipe C Kelapa Gading Jakarta Utara,Jakarta Utara,Rp 1.775.000,16.5,25,Premium,3 x 5.5 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; Dispenser; K. Mandi Luar; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Maxtim Tipe D Kelapa Gading Jakarta Utara,Jakarta Utara,Rp 1.925.000,20.0,22,Premium,4 x 5 meter; Termasuk listrik; AC; Kasur; Meja; Lemari Baju; Kursi; Bantal; Guling; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; Kulkas; Penjaga Kos; R. Jemur; Dapur; Dispenser; K. Mandi Luar; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Maysa Gunung Raya Tipe A Ciputat Timur Tangerang Selatan,Tangerang Selatan,Rp 1.875.000,9.0,20,Standar,3 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kulkas; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Cuci; Mesin Cuci; Penjaga Kos; R. Jemur; Dapur; CCTV; Jemuran; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Me Tipe A Beji Depok,Depok,Rp 1.195.000,8.75,18,Standar,3.5 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; R. Cuci; Penjaga Kos; R. Jemur; Dapur; CCTV; Rooftop; Parkir Motor & Sepeda
Kost Singgahsini Mediterania Marina Ancol Tipe A Pademangan Jakarta Utara,Jakarta Utara,Rp 2.232.500,9.0,23,Premium,3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Tamu; Penjaga Kos; Dapur; Dispenser; Kartu Akses; CCTV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Mediterania Marina Ancol Tipe B Pademangan Jakarta Utara,Jakarta Utara,Rp 2.090.000,9.0,23,Premium,3 x 3 meter; Termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; Kulkas; R. Tamu; Penjaga Kos; Dapur; Dispenser; Kartu Akses; CCTV; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Meruya Selatan Tipe A Kembangan Jakarta Barat,Jakarta Barat,Rp 1.425.000,7.920000000000001,15,Standar,3.6 x 2.2 meter; Termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Jongkok; WiFi; R. Tamu; R. Jemur; Dapur; CCTV; Parkir Motor; Parkir Sepeda
Kost Singgahsini Meruya Selatan Tipe B Kembangan Jakarta Barat,Jakarta Barat,Rp 1.525.000,20.8,14,Standar,5.2 x 4 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Bantal; K. Mandi Dalam; Kloset Duduk; WiFi; R. Tamu; R. Jemur; Dapur; CCTV; Parkir Motor; Parkir Sepeda
Kost Singgahsini Meruya Selatan Tipe C Kembangan Jakarta Barat,Jakarta Barat,Rp 1.325.000,7.920000000000001,18,Standar,3.6 x 2.2 meter; Termasuk listrik; AC; Kasur; Lemari Baju; Kursi; Bantal; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Shower; WiFi; R. Tamu; R. Jemur; Dapur; CCTV; Parkir Motor; Parkir Sepeda
Kost Singgahsini MHR Tipe A Cikokol Tangerang,Tangerang,Rp 2.020.000,24.0,27,Premium,8 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Wastafel; Ember mandi; Shower; Air panas; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; Mushola; Dapur; Taman; Gazebo; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini MHR Tipe B Cikokol Tangerang,Tangerang,Rp 1.735.000,24.0,25,Standar,8 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; Ember mandi; Shower; WiFi; R. Cuci; R. Tamu; Penjaga Kos; R. Jemur; Mushola; Dapur; Taman; Gazebo; Parkir Mobil; Parkir Motor & Sepeda
Kost Singgahsini Milo Residence Tipe B Kramat Jati Jakarta Timur,Jakarta Timur,Rp 2.185.000,12.0,19,Premium,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Kulkas; Ventilasi; Kursi; Bantal; Cermin; K. Mandi Dalam; Kloset Duduk; Shower; Air panas; WiFi; R. Jemur; Dapur; CCTV; Parkir Motor & Sepeda
Kost Singgahsini Miracle Petamburan II Tipe A Tanah Abang Jakarta Pusat,Jakarta Pusat,Rp 1.640.000,6.0,20,Standar,3 x 2 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Kloset Jongkok; Ember mandi; Shower; WiFi; Kulkas; R. Jemur; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Miracle Petamburan II Tipe B Tanah Abang Jakarta Pusat,Jakarta Pusat,Rp 1.735.000,6.0,20,Standar,3 x 2 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Kloset Jongkok; Ember mandi; Shower; WiFi; Kulkas; R. Jemur; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Miracle Petamburan II Tipe C Tanah Abang Jakarta Pusat,Jakarta Pusat,Rp 1.782.500,12.0,19,Standar,4 x 3 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Shower; WiFi; Kulkas; R. Jemur; Dapur; Dispenser; Parkir Mobil; Parkir Motor; Parkir Sepeda; Parkir Motor & Sepeda
Kost Singgahsini Mona Tipe A Duren Sawit Jakarta Timur,Jakarta Timur,Rp 1.543.000,8.75,19,Standar,3.5 x 2.5 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Kipas Angin; Bantal; Cermin; Guling; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; R. Makan; Dapur; Parkir Motor & Sepeda
Kost Singgahsini Mona Tipe E Duren Sawit Jakarta Timur,Jakarta Timur,Rp 1.225.000,6.0,19,Standar,3 x 2 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; Kloset Duduk; K. Mandi Luar; Shower; WiFi; Kulkas; R. Tamu; R. Makan; Dapur; Parkir Motor & Sepeda
Kost Singgahsini MPR05 Menteng Pulo Tipe A Setiabudi Jakarta Selatan,Jakarta Selatan,Rp 2.285.000,7.0,17,Standar,2 x 3.5 meter; Tidak termasuk listrik; AC; Kasur; Lemari Baju; Bantal; Cermin; Jendela; K. Mandi Dalam; Kloset Duduk; Shower; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Dispenser; Parkir Motor & Sepeda
Kost Singgahsini MR PKN STAN Tipe A Pondok Aren Tangerang Selatan,Tangerang Selatan,Rp 1.497.000,13.32,24,Standar,3.7 x 3.6 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Jongkok; Ember mandi; Bak mandi; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini MR PKN STAN Tipe B Pondok Aren Tangerang Selatan,Tangerang Selatan,Rp 1.221.000,7.5,24,Standar,2.5 x 3 meter; Tidak termasuk listrik; AC; Kasur; Meja; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; Jendela; K. Mandi Dalam; Kloset Duduk; K. Mandi Luar; Ember mandi; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini MR PKN STAN Tipe C Pondok Aren Tangerang Selatan,Tangerang Selatan,Rp 853.000,5.75,21,Ekonomis,2.3 x 2.5 meter; Tidak termasuk listrik; Kasur; Meja; Lemari Baju; Kursi; Bantal; Cermin; Guling; Jendela; Kloset Jongkok; K. Mandi Luar; Ember mandi; WiFi; Kulkas; R. Tamu; Penjaga Kos; R. Jemur; Dapur; Jemuran; Parkir Mobil; Parkir Motor; Parkir Sepeda
Kost Singgahsini MRT Haji Nawi 28 Tipe C Fatmawati Jakarta Selatan,Jakarta Selatan,Rp 2.905.000,24.0,22,Premium,4 x 6 meter; Tidak termasuk listrik; AC; Kasur; Meja; TV; Lemari Baju; Ventilasi; Kursi; Bantal; Cermin; Guling; K. Mandi Dalam; Kloset Duduk; Wastafel; Shower; Air panas; WiFi; R. Tamu; Dapur; K. Mandi Luar; Parkir Mobil; Parkir Motor; Parkir Sepeda
